signal_date,target_date,source_page_start,level,role,level_type,source_doc,source_excerpt,notes,is_exact_institutional_reference
2026-08-22,2026-08-24,72,24459.0,resistance,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Tight 180-254 range; support 24,180; resistances 24,357, 24,459, 24,500; breakout above 24,254/24,357 with 10-15m confirmation.",,True
2026-08-22,2026-08-24,72,24500.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Tight 180-254 range; support 24,180; resistances 24,357, 24,459, 24,500; breakout above 24,254/24,357 with 10-15m confirmation.",,False
2026-08-24,2026-08-25,91,24300.0,resistance,technical_option_chain,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Closed near 24,200; resistance 24,300; supports 24,179, 24,076, 24,000.",,False
2026-08-24,2026-08-25,91,24179.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Closed near 24,200; resistance 24,300; supports 24,179, 24,076, 24,000.",,True
2026-08-24,2026-08-25,91,24076.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Closed near 24,200; resistance 24,300; supports 24,179, 24,076, 24,000.",,True
2026-08-24,2026-08-25,91,24000.0,support,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Closed near 24,200; resistance 24,300; supports 24,179, 24,076, 24,000.",,False
2026-08-25,2026-08-26,97,24200.0,support,technical_zone,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support near 24,200-24,300; targets 24,357, 24,459, 24,500; downside 24,179/24,000.",,False
2026-08-25,2026-08-26,97,24300.0,support,technical_zone,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support near 24,200-24,300; targets 24,357, 24,459, 24,500; downside 24,179/24,000.",,False
2026-08-25,2026-08-26,97,24357.0,resistance,institutional_target,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support near 24,200-24,300; targets 24,357, 24,459, 24,500; downside 24,179/24,000.",,True
2026-08-25,2026-08-26,97,24459.0,resistance,institutional_target,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support near 24,200-24,300; targets 24,357, 24,459, 24,500; downside 24,179/24,000.",,True
2026-08-25,2026-08-26,97,24500.0,resistance,technical_positional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support near 24,200-24,300; targets 24,357, 24,459, 24,500; downside 24,179/24,000.",,False
2026-08-25,2026-08-26,97,24179.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support near 24,200-24,300; targets 24,357, 24,459, 24,500; downside 24,179/24,000.",,True
2026-08-25,2026-08-26,97,24000.0,support,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support near 24,200-24,300; targets 24,357, 24,459, 24,500; downside 24,179/24,000.",,False
2026-08-26,2026-08-27,108,24300.0,resistance,technical_option_chain,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 24,300-24,357; major breakout above 24,500; supports 24,179, 24,076, 24,000.",,False
2026-08-26,2026-08-27,108,24357.0,resistance,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 24,300-24,357; major breakout above 24,500; supports 24,179, 24,076, 24,000.",,True
2026-08-26,2026-08-27,108,24500.0,resistance,technical_positional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 24,300-24,357; major breakout above 24,500; supports 24,179, 24,076, 24,000.",,False
2026-08-26,2026-08-27,108,24179.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 24,300-24,357; major breakout above 24,500; supports 24,179, 24,076, 24,000.",,True
2026-08-26,2026-08-27,108,24076.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 24,300-24,357; major breakout above 24,500; supports 24,179, 24,076, 24,000.",,True
2026-08-26,2026-08-27,108,24000.0,support,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 24,300-24,357; major breakout above 24,500; supports 24,179, 24,076, 24,000.",,False
2026-08-27,2026-08-28,114,24200.0,resistance,technical_option_chain,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance strongly at 24,200 and 24,300; downside supports 24,000 and 23,881.",,False
2026-08-27,2026-08-28,114,24300.0,resistance,technical_option_chain,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance strongly at 24,200 and 24,300; downside supports 24,000 and 23,881.",,False
2026-08-27,2026-08-28,114,24000.0,support,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance strongly at 24,200 and 24,300; downside supports 24,000 and 23,881.",,False
2026-08-27,2026-08-28,114,23881.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance strongly at 24,200 and 24,300; downside supports 24,000 and 23,881.",,True
2026-08-31,2026-09-01,142,24000.0,support,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Immediate support 24,000; 24,100 pivot; hurdles 24,300 and 24,500; downside 23,881 and 23,796.",,False
2026-08-31,2026-09-01,142,24100.0,pivot,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Immediate support 24,000; 24,100 pivot; hurdles 24,300 and 24,500; downside 23,881 and 23,796.",,False
2026-08-31,2026-09-01,142,24300.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Immediate support 24,000; 24,100 pivot; hurdles 24,300 and 24,500; downside 23,881 and 23,796.",,False
2026-08-31,2026-09-01,142,24500.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Immediate support 24,000; 24,100 pivot; hurdles 24,300 and 24,500; downside 23,881 and 23,796.",,False
2026-08-31,2026-09-01,142,23881.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Immediate support 24,000; 24,100 pivot; hurdles 24,300 and 24,500; downside 23,881 and 23,796.",,True
2026-08-31,2026-09-01,142,23796.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Immediate support 24,000; 24,100 pivot; hurdles 24,300 and 24,500; downside 23,881 and 23,796.",,True
2026-09-01,2026-09-02,56,24010.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Opened lower, tested near 24,010 institutional support; immediate support 24,000; break 23,950 opens 23,881 and 23,796; resistance 24,100/24,200/24,300-24,500.",,True
2026-09-01,2026-09-02,56,24000.0,support,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Opened lower, tested near 24,010 institutional support; immediate support 24,000; break 23,950 opens 23,881 and 23,796; resistance 24,100/24,200/24,300-24,500.",,False
2026-09-01,2026-09-02,56,23950.0,breakdown,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Opened lower, tested near 24,010 institutional support; immediate support 24,000; break 23,950 opens 23,881 and 23,796; resistance 24,100/24,200/24,300-24,500.",,False
2026-09-01,2026-09-02,56,23881.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Opened lower, tested near 24,010 institutional support; immediate support 24,000; break 23,950 opens 23,881 and 23,796; resistance 24,100/24,200/24,300-24,500.",,True
2026-09-01,2026-09-02,56,23796.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Opened lower, tested near 24,010 institutional support; immediate support 24,000; break 23,950 opens 23,881 and 23,796; resistance 24,100/24,200/24,300-24,500.",,True
2026-09-01,2026-09-02,56,24100.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Opened lower, tested near 24,010 institutional support; immediate support 24,000; break 23,950 opens 23,881 and 23,796; resistance 24,100/24,200/24,300-24,500.",,False
2026-09-01,2026-09-02,56,24200.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Opened lower, tested near 24,010 institutional support; immediate support 24,000; break 23,950 opens 23,881 and 23,796; resistance 24,100/24,200/24,300-24,500.",,False
2026-09-01,2026-09-02,56,24300.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Opened lower, tested near 24,010 institutional support; immediate support 24,000; break 23,950 opens 23,881 and 23,796; resistance 24,100/24,200/24,300-24,500.",,False
2026-09-01,2026-09-02,56,24500.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Opened lower, tested near 24,010 institutional support; immediate support 24,000; break 23,950 opens 23,881 and 23,796; resistance 24,100/24,200/24,300-24,500.",,False
2026-09-02,2026-09-03,128,23881.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Tested 23,881 and 23,796 sweep zone; positional support 23,780-23,796 closing basis; hurdles 23,900/24,000; above 24,000 toward 24,254.",,True
2026-09-02,2026-09-03,128,23796.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Tested 23,881 and 23,796 sweep zone; positional support 23,780-23,796 closing basis; hurdles 23,900/24,000; above 24,000 toward 24,254.",,True
2026-09-02,2026-09-03,128,23780.0,support,institutional_positional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Tested 23,881 and 23,796 sweep zone; positional support 23,780-23,796 closing basis; hurdles 23,900/24,000; above 24,000 toward 24,254.",,True
2026-09-02,2026-09-03,128,23900.0,resistance,technical,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Tested 23,881 and 23,796 sweep zone; positional support 23,780-23,796 closing basis; hurdles 23,900/24,000; above 24,000 toward 24,254.",,False
2026-09-02,2026-09-03,128,24000.0,resistance,psychological_breakout,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Tested 23,881 and 23,796 sweep zone; positional support 23,780-23,796 closing basis; hurdles 23,900/24,000; above 24,000 toward 24,254.",,False
2026-09-02,2026-09-03,128,24254.0,target,institutional_target,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Tested 23,881 and 23,796 sweep zone; positional support 23,780-23,796 closing basis; hurdles 23,900/24,000; above 24,000 toward 24,254.",,True
2026-09-04,2026-09-07,155,23881.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Closed near 23,897; support anchors at 23,881 and 23,796; resistance weakening at 24,000 and 24,100.",,True
2026-09-04,2026-09-07,155,23796.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Closed near 23,897; support anchors at 23,881 and 23,796; resistance weakening at 24,000 and 24,100.",,True
2026-09-04,2026-09-07,155,24000.0,resistance,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Closed near 23,897; support anchors at 23,881 and 23,796; resistance weakening at 24,000 and 24,100.",,False
2026-09-04,2026-09-07,155,24100.0,resistance,technical_option_chain,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Closed near 23,897; support anchors at 23,881 and 23,796; resistance weakening at 24,000 and 24,100.",,False
2026-09-07,2026-09-08,163,23800.0,resistance,technical_option_chain,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Major resistance 23,800; lower watch levels include 23,750, 23,738, 23,677, and 23,584.",,False
2026-09-07,2026-09-08,163,23750.0,support,technical_shorthand_expanded,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Major resistance 23,800; lower watch levels include 23,750, 23,738, 23,677, and 23,584.",PDF shorthand '750' expanded in 23k context.,False
2026-09-07,2026-09-08,163,23738.0,support,technical_shorthand_expanded,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Major resistance 23,800; lower watch levels include 23,750, 23,738, 23,677, and 23,584.",PDF shorthand '738' expanded in 23k context.,False
2026-09-07,2026-09-08,163,23677.0,support,institutional_shorthand_expanded,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Major resistance 23,800; lower watch levels include 23,750, 23,738, 23,677, and 23,584.",PDF shorthand '677' expanded in 23k context.,True
2026-09-07,2026-09-08,163,23584.0,support,institutional_shorthand_expanded,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Major resistance 23,800; lower watch levels include 23,750, 23,738, 23,677, and 23,584.",PDF shorthand '584' expanded in 23k context.,True
2026-09-08,2026-09-09,167,23584.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"23,800 support broken; lower supports 23,584, 23,500, 23,441; reversal only above 23,800/24,000.",,True
2026-09-08,2026-09-09,167,23500.0,support,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"23,800 support broken; lower supports 23,584, 23,500, 23,441; reversal only above 23,800/24,000.",,False
2026-09-08,2026-09-09,167,23441.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"23,800 support broken; lower supports 23,584, 23,500, 23,441; reversal only above 23,800/24,000.",,True
2026-09-08,2026-09-09,167,23800.0,resistance,role_flipped_support,Market_Analysis_03_August_2026_Decoded-combined.pdf,"23,800 support broken; lower supports 23,584, 23,500, 23,441; reversal only above 23,800/24,000.",,False
2026-09-08,2026-09-09,167,24000.0,resistance,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"23,800 support broken; lower supports 23,584, 23,500, 23,441; reversal only above 23,800/24,000.",,False
2026-09-09,2026-09-10,175,23200.0,support,technical_zone,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support zone 23,200-23,300, specifically around 23,270; resistance 23,500 and 23,584-23,677.",,False
2026-09-09,2026-09-10,175,23300.0,support,technical_zone,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support zone 23,200-23,300, specifically around 23,270; resistance 23,500 and 23,584-23,677.",,False
2026-09-09,2026-09-10,175,23270.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support zone 23,200-23,300, specifically around 23,270; resistance 23,500 and 23,584-23,677.",,True
2026-09-09,2026-09-10,175,23500.0,resistance,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support zone 23,200-23,300, specifically around 23,270; resistance 23,500 and 23,584-23,677.",,False
2026-09-09,2026-09-10,175,23584.0,resistance,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support zone 23,200-23,300, specifically around 23,270; resistance 23,500 and 23,584-23,677.",,True
2026-09-09,2026-09-10,175,23677.0,resistance,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Support zone 23,200-23,300, specifically around 23,270; resistance 23,500 and 23,584-23,677.",,True
2026-09-10,2026-09-11,21,23400.0,resistance,technical_zone,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 23,400-23,500; support/breakdown trigger 23,400; downside below 23,270.",,False
2026-09-10,2026-09-11,21,23500.0,resistance,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 23,400-23,500; support/breakdown trigger 23,400; downside below 23,270.",,False
2026-09-10,2026-09-11,21,23400.0,breakdown,technical_trigger,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 23,400-23,500; support/breakdown trigger 23,400; downside below 23,270.",,False
2026-09-10,2026-09-11,21,23270.0,support,institutional,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Resistance 23,400-23,500; support/breakdown trigger 23,400; downside below 23,270.",,True
2026-09-11,2026-09-15,23,23500.0,resistance,psychological,Market_Analysis_03_August_2026_Decoded-combined.pdf,"Major hurdle 23,500; further confirmation above 23,677; support 23,200-23,300, specifically 23,300 closing stop.",,False
